"hcluster_id","year","commodity","def_weight"
25,2002,"Other non-ferrous ores n.e.c.",0.000803070671530331
25,2003,"Other non-ferrous ores n.e.c.",0.0179888505079082
25,2006,"Other non-ferrous ores n.e.c.",0.00865222074644799
25,2007,"Other non-ferrous ores n.e.c.",0.00491970282509
25,2008,"Other non-ferrous ores n.e.c.",0.00225208504973767
25,2009,"Other non-ferrous ores n.e.c.",0.00253845194714116
25,2010,"Other non-ferrous ores n.e.c.",0.00659571794002757
25,2011,"Other non-ferrous ores n.e.c.",0.00393857539206112
25,2013,"Other non-ferrous ores n.e.c.",0.0347311182133693
25,2014,"Other non-ferrous ores n.e.c.",0.0189979329202091
25,2016,"Other non-ferrous ores n.e.c.",0.0037499981107824
25,2017,"Other non-ferrous ores n.e.c.",0.00166200576171875
25,2018,"Other non-ferrous ores n.e.c.",0.000199025830796186
25,2019,"Other non-ferrous ores n.e.c.",0.0287324520840514
26,2013,"Copper",0.0357779423935834
26,2014,"Copper",0.001747751953125
27,2007,"Copper",0.00168353306525735
27,2008,"Copper",0.000877901916503906
27,2009,"Copper",0.000946755806717218
27,2011,"Copper",0.000475098572495404
27,2012,"Copper",0.0137467677437577
27,2013,"Copper",0.00526735577392578
27,2014,"Copper",0.00702318707275391
29,2001,"Other non-ferrous ores n.e.c.",0.00995791545697381
29,2002,"Other non-ferrous ores n.e.c.",0.000884432983398437
29,2004,"Other non-ferrous ores n.e.c.",0.00442185827636719
29,2005,"Other non-ferrous ores n.e.c.",0.0838524906266755
29,2006,"Other non-ferrous ores n.e.c.",0.0483831931686102
29,2007,"Other non-ferrous ores n.e.c.",0.123816466180779
29,2008,"Other non-ferrous ores n.e.c.",0.000884403930664062
29,2009,"Other non-ferrous ores n.e.c.",0.0996392432911592
29,2010,"Other non-ferrous ores n.e.c.",0.0902671978386374
29,2011,"Other non-ferrous ores n.e.c.",0.115721744995596
29,2012,"Other non-ferrous ores n.e.c.",0.041126363691502
29,2013,"Other non-ferrous ores n.e.c.",0.0501051724365234
29,2014,"Other non-ferrous ores n.e.c.",0.221243704579552
29,2015,"Other non-ferrous ores n.e.c.",0.0269412314771465
29,2016,"Other non-ferrous ores n.e.c.",0.0393950497460459
29,2017,"Other non-ferrous ores n.e.c.",0.0892218914146274
29,2018,"Other non-ferrous ores n.e.c.",0.0239492186272116
29,2019,"Other non-ferrous ores n.e.c.",0.00708742077493107
30,2001,"Other non-ferrous ores n.e.c.",0.0136507643159754
30,2002,"Other non-ferrous ores n.e.c.",0.113561039633119
30,2003,"Other non-ferrous ores n.e.c.",0.159012915779383
30,2004,"Other non-ferrous ores n.e.c.",0.589950177363377
30,2005,"Other non-ferrous ores n.e.c.",0.358584343178424
30,2006,"Other non-ferrous ores n.e.c.",0.0460476126098633
30,2007,"Other non-ferrous ores n.e.c.",0.358092153055827
30,2008,"Other non-ferrous ores n.e.c.",0.351343855764591
30,2009,"Other non-ferrous ores n.e.c.",2.50453198603899
30,2010,"Other non-ferrous ores n.e.c.",1.02591419301399
30,2011,"Other non-ferrous ores n.e.c.",0.792435728234624
30,2012,"Other non-ferrous ores n.e.c.",1.02434831223575
30,2013,"Other non-ferrous ores n.e.c.",1.17980354661746
30,2014,"Other non-ferrous ores n.e.c.",1.59619063358035
30,2015,"Other non-ferrous ores n.e.c.",2.5178513318187
30,2016,"Other non-ferrous ores n.e.c.",3.49312305206395
30,2017,"Other non-ferrous ores n.e.c.",2.86629192592438
30,2018,"Other non-ferrous ores n.e.c.",2.22746647480564
30,2019,"Other non-ferrous ores n.e.c.",0.971747275553625
31,2004,"Other non-ferrous ores n.e.c.",0.0248997023449468
31,2009,"Other non-ferrous ores n.e.c.",0.000884242126464844
31,2012,"Other non-ferrous ores n.e.c.",0.0141389672648112
31,2014,"Other non-ferrous ores n.e.c.",0.00106457935312309
31,2015,"Other non-ferrous ores n.e.c.",0.0123775162353516
31,2016,"Other non-ferrous ores n.e.c.",0.02017216579901
31,2017,"Other non-ferrous ores n.e.c.",0.0600419998432234
31,2018,"Other non-ferrous ores n.e.c.",0.00542280127695121
32,2001,"Other non-ferrous ores n.e.c.",0.00176914428710937
32,2002,"Other non-ferrous ores n.e.c.",0.000600116887350643
32,2003,"Other non-ferrous ores n.e.c.",0.00884579351806641
32,2004,"Other non-ferrous ores n.e.c.",0.158467892308852
32,2005,"Other non-ferrous ores n.e.c.",0.0883588273887485
32,2006,"Other non-ferrous ores n.e.c.",0.00176915637207031
32,2007,"Other non-ferrous ores n.e.c.",0.192743839060585
32,2008,"Other non-ferrous ores n.e.c.",0.0185777905273437
32,2009,"Other non-ferrous ores n.e.c.",0.216057071784764
32,2010,"Other non-ferrous ores n.e.c.",0.0496870284064798
32,2011,"Other non-ferrous ores n.e.c.",0.0310164346215342
32,2012,"Other non-ferrous ores n.e.c.",0.0298274287808287
32,2013,"Other non-ferrous ores n.e.c.",0.121085146686629
32,2014,"Other non-ferrous ores n.e.c.",0.120827948628265
32,2015,"Other non-ferrous ores n.e.c.",0.13722804480531
32,2016,"Other non-ferrous ores n.e.c.",0.0735281295807483
32,2017,"Other non-ferrous ores n.e.c.",0.175614547611012
32,2018,"Other non-ferrous ores n.e.c.",0.0154023011606254
32,2019,"Other non-ferrous ores n.e.c.",0.000901936739813113
33,2006,"Other non-ferrous ores n.e.c.",0.00173131804175283
33,2008,"Other non-ferrous ores n.e.c.",0.00175551553715725
33,2009,"Other non-ferrous ores n.e.c.",0.000853564512963388
33,2011,"Other non-ferrous ores n.e.c.",0.000915766897164139
33,2012,"Other non-ferrous ores n.e.c.",0.00055983127154182
33,2014,"Other non-ferrous ores n.e.c.",0.0020699794313917
33,2018,"Other non-ferrous ores n.e.c.",0.0437219561377432
33,2019,"Other non-ferrous ores n.e.c.",0.000881211730957031
34,2001,"Other non-ferrous ores n.e.c.",0.0609872935972924
34,2004,"Other non-ferrous ores n.e.c.",0.00871902105282054
34,2005,"Other non-ferrous ores n.e.c.",1.45558422374507
34,2006,"Other non-ferrous ores n.e.c.",0.315343028998162
34,2007,"Other non-ferrous ores n.e.c.",0.389703037802543
34,2008,"Other non-ferrous ores n.e.c.",0.25581633131295
34,2009,"Other non-ferrous ores n.e.c.",0.0223712207462086
34,2010,"Other non-ferrous ores n.e.c.",0.112989834768258
34,2011,"Other non-ferrous ores n.e.c.",0.227138295313697
34,2012,"Other non-ferrous ores n.e.c.",0.230918410898725
34,2013,"Other non-ferrous ores n.e.c.",0.303212395110486
34,2014,"Other non-ferrous ores n.e.c.",0.0985715640316234
34,2015,"Other non-ferrous ores n.e.c.",0.0567718163631664
34,2016,"Other non-ferrous ores n.e.c.",0.149334585690487
34,2017,"Other non-ferrous ores n.e.c.",0.278345948701028
34,2018,"Other non-ferrous ores n.e.c.",0.135455781813199
34,2019,"Other non-ferrous ores n.e.c.",0.0662371211308498
35,2009,"Other non-ferrous ores n.e.c.",0.134712000590725
35,2012,"Other non-ferrous ores n.e.c.",0.0986891709075329
35,2013,"Other non-ferrous ores n.e.c.",0.0263358136249617
35,2014,"Other non-ferrous ores n.e.c.",0.00402718245418773
35,2016,"Other non-ferrous ores n.e.c.",0.00447191681602328
35,2018,"Other non-ferrous ores n.e.c.",0.000786118560431985
36,2001,"Other non-ferrous ores n.e.c.",0.0689956114810719
36,2002,"Other non-ferrous ores n.e.c.",0.0765405209259632
36,2003,"Other non-ferrous ores n.e.c.",0.171388342613071
36,2004,"Other non-ferrous ores n.e.c.",0.451905656297153
36,2005,"Other non-ferrous ores n.e.c.",0.645173769897222
36,2006,"Other non-ferrous ores n.e.c.",1.32849962379533
36,2007,"Other non-ferrous ores n.e.c.",0.839213715511546
36,2008,"Other non-ferrous ores n.e.c.",0.693493253182205
36,2009,"Other non-ferrous ores n.e.c.",0.312814798265644
36,2010,"Other non-ferrous ores n.e.c.",0.0136851696614583
36,2011,"Other non-ferrous ores n.e.c.",0.119700907418045
36,2012,"Other non-ferrous ores n.e.c.",0.239060003055827
36,2013,"Other non-ferrous ores n.e.c.",0.0650429046180875
36,2014,"Other non-ferrous ores n.e.c.",0.24387133243839
36,2015,"Other non-ferrous ores n.e.c.",0.211676280969238
36,2016,"Other non-ferrous ores n.e.c.",1.03406364745328
36,2017,"Other non-ferrous ores n.e.c.",0.814153932302916
36,2018,"Other non-ferrous ores n.e.c.",0.229112409926231
36,2019,"Other non-ferrous ores n.e.c.",0.0901974549584482
37,2017,"Iron Ore",0.000865497802734375
39,2001,"Other non-ferrous ores n.e.c.",0.321960387996898
39,2002,"Other non-ferrous ores n.e.c.",0.0547026217651367
39,2003,"Other non-ferrous ores n.e.c.",0.649257460177074
39,2004,"Other non-ferrous ores n.e.c.",2.08873640651664
39,2005,"Other non-ferrous ores n.e.c.",1.55681737775855
39,2006,"Other non-ferrous ores n.e.c.",1.09879189776803
39,2007,"Other non-ferrous ores n.e.c.",0.974825986121802
39,2008,"Other non-ferrous ores n.e.c.",0.404359146571978
39,2009,"Other non-ferrous ores n.e.c.",0.403798134143784
39,2010,"Other non-ferrous ores n.e.c.",0.68241537657375
39,2011,"Other non-ferrous ores n.e.c.",0.306667391292796
39,2012,"Other non-ferrous ores n.e.c.",0.208671523952828
39,2013,"Other non-ferrous ores n.e.c.",0.390467682930262
39,2014,"Other non-ferrous ores n.e.c.",0.463245562935863
39,2015,"Other non-ferrous ores n.e.c.",0.551812240640079
39,2016,"Other non-ferrous ores n.e.c.",1.07069251712431
39,2017,"Other non-ferrous ores n.e.c.",0.85576175132554
39,2018,"Other non-ferrous ores n.e.c.",0.220135022111481
39,2019,"Other non-ferrous ores n.e.c.",0.440214324048809
40,2002,"Other non-ferrous ores n.e.c.",0.00175832000732422
40,2003,"Other non-ferrous ores n.e.c.",0.0062265202012006
40,2005,"Other non-ferrous ores n.e.c.",0.00645751963512944
40,2006,"Other non-ferrous ores n.e.c.",0.00216514646690219
40,2007,"Other non-ferrous ores n.e.c.",0.000306842897422641
40,2011,"Other non-ferrous ores n.e.c.",0.0290118204956055
40,2012,"Other non-ferrous ores n.e.c.",0.115427311556468
40,2013,"Other non-ferrous ores n.e.c.",0.00726081690242992
40,2014,"Other non-ferrous ores n.e.c.",0.00693330879743987
40,2015,"Other non-ferrous ores n.e.c.",0.00120668938371247
41,2008,"Gold",0.0102576250725241
41,2009,"Gold",0.016599697491096
41,2016,"Gold",1.6993943158318e-05
45,2007,"Other non-ferrous ores n.e.c.",0.00969220709228516
45,2009,"Other non-ferrous ores n.e.c.",0.00264332281494141
45,2010,"Other non-ferrous ores n.e.c.",0.0276252658045152
45,2011,"Other non-ferrous ores n.e.c.",0.0123355776367187
45,2012,"Other non-ferrous ores n.e.c.",0.00616781201171875
45,2014,"Other non-ferrous ores n.e.c.",0.00600889389959597
46,2008,"Other non-ferrous ores n.e.c.",0.0271531310017904
46,2009,"Other non-ferrous ores n.e.c.",0.01152120185499
46,2010,"Other non-ferrous ores n.e.c.",0.0664975893310547
46,2016,"Other non-ferrous ores n.e.c.",1.37484470741422e-05
49,2001,"Other non-ferrous ores n.e.c.",0.297664289686973
49,2002,"Other non-ferrous ores n.e.c.",0.491483266049613
49,2003,"Other non-ferrous ores n.e.c.",0.126916731780886
49,2004,"Other non-ferrous ores n.e.c.",0.819430819066904
49,2005,"Other non-ferrous ores n.e.c.",1.65886341691248
49,2006,"Other non-ferrous ores n.e.c.",0.1344880775843
49,2007,"Other non-ferrous ores n.e.c.",0.379999227860993
49,2008,"Other non-ferrous ores n.e.c.",0.0637255721126781
49,2009,"Other non-ferrous ores n.e.c.",0.0311024505859375
49,2010,"Other non-ferrous ores n.e.c.",0.00353975122070312
49,2011,"Other non-ferrous ores n.e.c.",0.0115055503540039
49,2012,"Other non-ferrous ores n.e.c.",0.114741445599246
49,2013,"Other non-ferrous ores n.e.c.",0.0271841299108169
49,2014,"Other non-ferrous ores n.e.c.",0.0610253272324506
49,2015,"Other non-ferrous ores n.e.c.",0.125093735849179
49,2016,"Other non-ferrous ores n.e.c.",0.291103272164618
49,2017,"Other non-ferrous ores n.e.c.",0.0570768654658299
49,2018,"Other non-ferrous ores n.e.c.",0.0882283345442229
49,2019,"Other non-ferrous ores n.e.c.",0.0719588419210995
52,2009,"Other non-ferrous ores n.e.c.",0.00916330223125383
54,2005,"Other non-ferrous ores n.e.c.",0.0189855724867877
54,2007,"Other non-ferrous ores n.e.c.",0.0202646900869332
55,2011,"Other non-ferrous ores n.e.c.",0.114854704516841
55,2012,"Other non-ferrous ores n.e.c.",0.00976305938720703
55,2016,"Other non-ferrous ores n.e.c.",0.00689855055793313
57,2001,"Other non-ferrous ores n.e.c.",0.0810898666094612
57,2002,"Other non-ferrous ores n.e.c.",0.225799131788545
57,2003,"Other non-ferrous ores n.e.c.",0.458658611093558
57,2004,"Other non-ferrous ores n.e.c.",0.857508144401999
57,2005,"Other non-ferrous ores n.e.c.",0.859302137761613
57,2006,"Other non-ferrous ores n.e.c.",0.483278535739076
57,2007,"Other non-ferrous ores n.e.c.",0.602918048157456
57,2008,"Other non-ferrous ores n.e.c.",0.389519506726553
57,2009,"Other non-ferrous ores n.e.c.",0.177834589428472
57,2010,"Other non-ferrous ores n.e.c.",0.328995167835669
57,2011,"Other non-ferrous ores n.e.c.",0.224001379010129
57,2012,"Other non-ferrous ores n.e.c.",0.0952603244018555
57,2013,"Other non-ferrous ores n.e.c.",0.170490263247501
57,2014,"Other non-ferrous ores n.e.c.",0.15453019115086
57,2015,"Other non-ferrous ores n.e.c.",0.245290215890682
57,2016,"Other non-ferrous ores n.e.c.",0.79509677541456
57,2017,"Other non-ferrous ores n.e.c.",0.563512042545333
57,2018,"Other non-ferrous ores n.e.c.",0.357776733114086
57,2019,"Other non-ferrous ores n.e.c.",0.619934367165719
59,2001,"Other non-ferrous ores n.e.c.",0.0106086829833984
59,2002,"Other non-ferrous ores n.e.c.",0.0120145605016372
59,2003,"Other non-ferrous ores n.e.c.",0.143075793592027
59,2004,"Other non-ferrous ores n.e.c.",0.010611557800293
59,2005,"Other non-ferrous ores n.e.c.",0.0238709725952148
59,2006,"Other non-ferrous ores n.e.c.",0.261317115652286
59,2007,"Other non-ferrous ores n.e.c.",0.0424461580810547
59,2008,"Other non-ferrous ores n.e.c.",0.0442127453613281
59,2009,"Other non-ferrous ores n.e.c.",0.135282696459961
59,2010,"Other non-ferrous ores n.e.c.",1.09069391084367
59,2011,"Other non-ferrous ores n.e.c.",0.138618588610361
59,2012,"Other non-ferrous ores n.e.c.",0.37300171186667
59,2013,"Other non-ferrous ores n.e.c.",0.269235116410558
59,2014,"Other non-ferrous ores n.e.c.",0.347251535995902
59,2015,"Other non-ferrous ores n.e.c.",0.166504610388184
59,2016,"Other non-ferrous ores n.e.c.",0.102870229796406
59,2017,"Other non-ferrous ores n.e.c.",0.0527233273485371
59,2018,"Other non-ferrous ores n.e.c.",0.0323135673471488
59,2019,"Other non-ferrous ores n.e.c.",0.00265217456054687
60,2007,"Other non-ferrous ores n.e.c.",0.00307445718922335
60,2009,"Other non-ferrous ores n.e.c.",0.0122526723146925
60,2010,"Other non-ferrous ores n.e.c.",0.00584264758803424
60,2011,"Other non-ferrous ores n.e.c.",0.0105604257510915
60,2014,"Other non-ferrous ores n.e.c.",0.00354329919433594
63,2007,"Iron Ore",0.000484511258473116
63,2009,"Iron Ore",0.0523892258683747
63,2010,"Iron Ore",0.0762621172731886
63,2012,"Iron Ore",0.0460497373106713
63,2014,"Iron Ore",0.000429144763901654
67,2005,"Other non-ferrous ores n.e.c.",0.0525594088591931
67,2006,"Other non-ferrous ores n.e.c.",0.00880386075726678
67,2007,"Other non-ferrous ores n.e.c.",0.130151794815841
67,2008,"Other non-ferrous ores n.e.c.",0.0550114580087699
67,2009,"Other non-ferrous ores n.e.c.",0.00973716076660156
67,2010,"Other non-ferrous ores n.e.c.",0.0272787176764993
67,2011,"Other non-ferrous ores n.e.c.",0.0610268341866287
67,2012,"Other non-ferrous ores n.e.c.",0.000652681316061581
67,2017,"Other non-ferrous ores n.e.c.",0.00261744579336129
70,2003,"Other non-ferrous ores n.e.c.",0.000906401513671875
70,2004,"Other non-ferrous ores n.e.c.",0.000885558471679687
71,2005,"Other non-ferrous ores n.e.c.",0.00172921636962891
71,2014,"Other non-ferrous ores n.e.c.",0.00172922479248047
72,2003,"unknown",0.0235111136146695
72,2005,"unknown",0.00115044946935317
72,2006,"unknown",0.15524766113377
72,2007,"unknown",0.0263720416781556
72,2008,"unknown",0.256495164375335
72,2009,"unknown",0.588478646042529
72,2010,"unknown",0.255162826084511
72,2012,"unknown",0.00618527270507812
72,2014,"unknown",0.110155163494035
72,2015,"unknown",0.0100282195628447
72,2016,"unknown",0.00115044409490847
72,2019,"unknown",0.000745021325204887
73,2014,"unknown",0.00501263884085861
74,2006,"unknown",0.00415832941391889
75,2003,"unknown",0.000881937927246094
75,2005,"unknown",0.000881915466308594
75,2007,"unknown",0.00352787780761719
75,2008,"unknown",0.00176392333984375
75,2010,"unknown",0.00176389276123047
75,2011,"unknown",0.0211666096191406
75,2014,"unknown",0.00264583544921875
75,2015,"unknown",0.0840814040017521
75,2016,"unknown",0.134052935302734
75,2017,"unknown",2.02315145245361
75,2018,"unknown",1.10737822717309
75,2019,"unknown",0.47839876965715
76,2002,"Other non-ferrous ores n.e.c.",0.00355269879868451
76,2007,"Other non-ferrous ores n.e.c.",0.00546420727539062
76,2008,"Other non-ferrous ores n.e.c.",0.00171944786089729
76,2009,"Other non-ferrous ores n.e.c.",0.0150243579711914
76,2010,"Other non-ferrous ores n.e.c.",0.0266341805419922
76,2011,"Other non-ferrous ores n.e.c.",0.00751233062744141
76,2013,"Other non-ferrous ores n.e.c.",0.0176609924416935
76,2014,"Other non-ferrous ores n.e.c.",0.0415337280431411
76,2015,"Other non-ferrous ores n.e.c.",0.0416111439460306
76,2016,"Other non-ferrous ores n.e.c.",0.0521787686250574
76,2017,"Other non-ferrous ores n.e.c.",0.0399353852285348
76,2018,"Other non-ferrous ores n.e.c.",0.0121033995246438
78,2001,"unknown",0.00684153065041935
78,2004,"unknown",0.000782118772020527
78,2005,"unknown",0.000672831237792969
78,2006,"unknown",0.0334825245892693
78,2007,"unknown",0.000517170458505668
78,2008,"unknown",0.00901376038243911
78,2009,"unknown",0.00466637972555722
78,2010,"unknown",0.000190235535386029
78,2011,"unknown",0.00246675517123353
78,2012,"unknown",0.00460394816104664
78,2013,"unknown",0.00313709158361098
78,2014,"unknown",0.0022640737977271
78,2018,"unknown",0.00077705906048943
80,2006,"Copper",0.000250202356196385
80,2007,"Copper",0.00166998968505859
80,2008,"Copper",0.00200285492565678
80,2009,"Copper",0.0092650880946739
80,2013,"Copper",0.000333731323242187
80,2015,"Copper",0.00066771954345703
80,2016,"Copper",0.00066817443847656
80,2017,"Copper",0.000334064910888672
80,2018,"Copper",0.0010017328491211
80,2019,"Copper",0.00333954959106446
80,2006,"Nickel",0.000250202356196385
80,2007,"Nickel",0.00166998968505859
80,2008,"Nickel",0.00200285492565678
80,2009,"Nickel",0.0092650880946739
80,2013,"Nickel",0.000333731323242187
80,2015,"Nickel",0.00066771954345703
80,2016,"Nickel",0.00066817443847656
80,2017,"Nickel",0.000334064910888672
80,2018,"Nickel",0.0010017328491211
80,2019,"Nickel",0.00333954959106446
81,2004,"Iron Ore",0.000339466430664062
81,2010,"Iron Ore",0.00373437356567383
81,2013,"Iron Ore",0.000599054933435775
81,2004,"Nickel",0.000339466430664062
81,2010,"Nickel",0.00373437356567383
81,2013,"Nickel",0.000599054933435775
85,2004,"Copper",0.00050144659423828
85,2004,"Gold",0.00050144659423828
85,2004,"Lead/Zinc/Silver",0.00100289318847656
90,2001,"Nickel",0.001362669921875
90,2010,"Nickel",0.000611882615272672
90,2011,"Nickel",0.00136271887207031
131,2008,"Copper",0.000271338094075521
131,2008,"Gold",0.000271338094075521
131,2008,"Lead/Zinc/Silver",0.000271338094075521
216,2004,"Copper",0.000260040771484375
216,2007,"Copper",0.00025975210571289
216,2008,"Copper",0.00260064292907715
216,2009,"Copper",0.0032063605898988
216,2010,"Copper",0.000650215240478515
216,2011,"Copper",0.00104041809082031
216,2004,"Gold",0.000260040771484375
216,2007,"Gold",0.00025975210571289
216,2008,"Gold",0.00260064292907715
216,2009,"Gold",0.0032063605898988
216,2010,"Gold",0.000650215240478515
216,2011,"Gold",0.00104041809082031
216,2004,"Lead/Zinc/Silver",0.00052008154296875
216,2007,"Lead/Zinc/Silver",0.00051950421142578
216,2008,"Lead/Zinc/Silver",0.0052012858581543
216,2009,"Lead/Zinc/Silver",0.0064127211797976
216,2010,"Lead/Zinc/Silver",0.00130043048095703
216,2011,"Lead/Zinc/Silver",0.00208083618164062
275,2004,"unknown",0.00608872143554687
275,2005,"unknown",0.00152220068359375
275,2007,"unknown",0.00152218969726562
275,2011,"unknown",0.00375471214599609
275,2014,"unknown",0.00152218316650391
284,2002,"Copper",0.000500317803835402
284,2002,"Gold",0.000500317803835402
284,2002,"Lead/Zinc/Silver",0.00150095341150621
325,2013,"Other non-ferrous ores n.e.c.",0.000755561584472656
339,2011,"Coal",0.000559885131835937
412,2008,"Copper",0.000206567360313266
412,2008,"Gold",0.000206567360313266
412,2008,"Lead/Zinc/Silver",0.000206567360313266
413,2004,"Copper",0.000225615966796875
413,2005,"Copper",0.000225612325032552
413,2006,"Copper",0.00316172302246094
413,2008,"Copper",0.0131049792480469
413,2009,"Copper",0.0654775656437493
413,2010,"Copper",0.13764424753027
413,2011,"Copper",0.106493565139671
413,2012,"Copper",0.179598991539331
413,2013,"Copper",0.0284992884571749
413,2014,"Copper",0.0395357403767903
413,2015,"Copper",0.000225925516764323
413,2017,"Copper",0.00163524485110613
413,2004,"Gold",0.000225615966796875
413,2005,"Gold",0.000225612325032552
413,2006,"Gold",0.00316172302246094
413,2008,"Gold",0.0131049792480469
413,2009,"Gold",0.0654775656437493
413,2010,"Gold",0.13764424753027
413,2011,"Gold",0.106493565139671
413,2012,"Gold",0.179598991539331
413,2013,"Gold",0.0284992884571749
413,2014,"Gold",0.0395357403767903
413,2015,"Gold",0.000225925516764323
413,2017,"Gold",0.00163524485110613
413,2004,"Lead/Zinc/Silver",0.000225615966796875
413,2005,"Lead/Zinc/Silver",0.000225612325032552
413,2006,"Lead/Zinc/Silver",0.00316172302246094
413,2008,"Lead/Zinc/Silver",0.0131049792480469
413,2009,"Lead/Zinc/Silver",0.0654775656437493
413,2010,"Lead/Zinc/Silver",0.13764424753027
413,2011,"Lead/Zinc/Silver",0.106493565139671
413,2012,"Lead/Zinc/Silver",0.179598991539331
413,2013,"Lead/Zinc/Silver",0.0284992884571749
413,2014,"Lead/Zinc/Silver",0.0395357403767903
413,2015,"Lead/Zinc/Silver",0.000225925516764323
413,2017,"Lead/Zinc/Silver",0.00163524485110613
416,2005,"Copper",0.000271401049804688
416,2005,"Gold",0.000271401049804688
416,2005,"Lead/Zinc/Silver",0.000814203149414064
419,2008,"Copper",0.000227354187011719
419,2008,"Gold",0.000227354187011719
419,2008,"Lead/Zinc/Silver",0.000227354187011719
425,2006,"Copper",0.00226043919246898
427,2002,"Copper",0.00691577405766505
427,2005,"Copper",0.000514654895737593
427,2007,"Copper",0.000173609892482384
427,2008,"Copper",0.00327601417032877
427,2009,"Copper",0.00104566195678711
427,2010,"Copper",0.0012199264831543
427,2012,"Copper",0.000348548736572265
427,2014,"Copper",0.000348552017211915
427,2002,"Gold",0.00691577405766505
427,2005,"Gold",0.000514654895737593
427,2007,"Gold",0.000173609892482384
427,2008,"Gold",0.00327601417032877
427,2009,"Gold",0.00104566195678711
427,2010,"Gold",0.0012199264831543
427,2012,"Gold",0.000348548736572265
427,2014,"Gold",0.000348552017211915
427,2002,"Lead/Zinc/Silver",0.0138315481153301
427,2005,"Lead/Zinc/Silver",0.00102930979147519
427,2007,"Lead/Zinc/Silver",0.000347219784964767
427,2008,"Lead/Zinc/Silver",0.00655202834065755
427,2009,"Lead/Zinc/Silver",0.00209132391357422
427,2010,"Lead/Zinc/Silver",0.00243985296630859
427,2012,"Lead/Zinc/Silver",0.00069709747314453
427,2014,"Lead/Zinc/Silver",0.00069710403442383
430,2002,"Copper",0.00170225419108073
430,2003,"Copper",0.0020951831258138
430,2004,"Copper",0.00707211439005533
430,2005,"Copper",0.000130983062744141
430,2006,"Copper",0.00484645571899413
430,2007,"Copper",0.00275088610839843
430,2008,"Copper",0.00144137966918945
430,2009,"Copper",0.000130939259847005
430,2011,"Copper",0.00275051021321615
430,2002,"Gold",0.00170225419108073
430,2003,"Gold",0.0020951831258138
430,2004,"Gold",0.00707211439005533
430,2005,"Gold",0.000130983062744141
430,2006,"Gold",0.00484645571899413
430,2007,"Gold",0.00275088610839843
430,2008,"Gold",0.00144137966918945
430,2009,"Gold",0.000130939259847005
430,2011,"Gold",0.00275051021321615
430,2002,"Lead/Zinc/Silver",0.0051067625732422
430,2003,"Lead/Zinc/Silver",0.0062855493774414
430,2004,"Lead/Zinc/Silver",0.021216343170166
430,2005,"Lead/Zinc/Silver",0.000392949188232422
430,2006,"Lead/Zinc/Silver",0.0145393671569824
430,2007,"Lead/Zinc/Silver",0.0082526583251953
430,2008,"Lead/Zinc/Silver",0.00432413900756836
430,2009,"Lead/Zinc/Silver",0.000392817779541015
430,2011,"Lead/Zinc/Silver",0.00825153063964845
430,2002,"Nickel",0.00170225419108073
430,2003,"Nickel",0.0020951831258138
430,2004,"Nickel",0.00707211439005533
430,2005,"Nickel",0.000130983062744141
430,2006,"Nickel",0.00484645571899413
430,2007,"Nickel",0.00275088610839843
430,2008,"Nickel",0.00144137966918945
430,2009,"Nickel",0.000130939259847005
430,2011,"Nickel",0.00275051021321615
433,2007,"Gold",0.0108576327033548
433,2009,"Gold",0.000251567634133732
435,2002,"Copper",0.0010823758026123
435,2003,"Copper",0.000108966751098633
435,2004,"Copper",0.00544832898712159
435,2005,"Copper",0.000217931091308594
435,2006,"Copper",0.0310569235961914
435,2007,"Copper",0.00414045684051514
435,2008,"Copper",0.00207024657440185
435,2009,"Copper",0.000653756874084472
435,2010,"Copper",0.000217919563293457
435,2002,"Gold",0.0010823758026123
435,2003,"Gold",0.000108966751098633
435,2004,"Gold",0.00544832898712159
435,2005,"Gold",0.000217931091308594
435,2006,"Gold",0.0310569235961914
435,2007,"Gold",0.00414045684051514
435,2008,"Gold",0.00207024657440185
435,2009,"Gold",0.000653756874084472
435,2010,"Gold",0.000217919563293457
435,2002,"Iron Ore",0.0010823758026123
435,2003,"Iron Ore",0.000108966751098633
435,2004,"Iron Ore",0.00544832898712159
435,2005,"Iron Ore",0.000217931091308594
435,2006,"Iron Ore",0.0310569235961914
435,2007,"Iron Ore",0.00414045684051514
435,2008,"Iron Ore",0.00207024657440185
435,2009,"Iron Ore",0.000653756874084472
435,2010,"Iron Ore",0.000217919563293457
435,2002,"Lead/Zinc/Silver",0.00324712740783692
435,2003,"Lead/Zinc/Silver",0.000326900253295898
435,2004,"Lead/Zinc/Silver",0.0163449869613648
435,2005,"Lead/Zinc/Silver",0.000653793273925781
435,2006,"Lead/Zinc/Silver",0.0931707707885741
435,2007,"Lead/Zinc/Silver",0.0124213705215454
435,2008,"Lead/Zinc/Silver",0.00621073972320555
435,2009,"Lead/Zinc/Silver",0.00196127062225342
435,2010,"Lead/Zinc/Silver",0.000653758689880372
435,2002,"Nickel",0.0010823758026123
435,2003,"Nickel",0.000108966751098633
435,2004,"Nickel",0.00544832898712159
435,2005,"Nickel",0.000217931091308594
435,2006,"Nickel",0.0310569235961914
435,2007,"Nickel",0.00414045684051514
435,2008,"Nickel",0.00207024657440185
435,2009,"Nickel",0.000653756874084472
435,2010,"Nickel",0.000217919563293457
435,2002,"U3O8",0.0010823758026123
435,2003,"U3O8",0.000108966751098633
